train,Stations
g2874,昆明南-曲靖北-关岭-安顺西-贵阳北-遵义-桐梓东-赶水东-重庆西
g2875,重庆西-桐梓北-遵义-贵阳北-盘州-曲靖北-昆明南
g2878,昆明南-曲靖北-盘州-关岭-贵阳北-遵义-赶水东-綦江东-重庆西
g2879,重庆西-綦江东-遵义-贵阳北-安顺西-盘州-曲靖北-昆明南
g2880,昆明南-盘州-贵阳北-遵义-綦江东-重庆西
g2881,重庆西-遵义-遵义南-贵阳北-安顺西-盘州-曲靖北-昆明南
g2882,昆明南-曲靖北-普安县-安顺西-贵阳北-遵义-重庆西-内江北-成都东
g2883,成都东-重庆西-贵阳北-曲靖北-昆明南
g2884,昆明南-曲靖北-盘州-贵阳北-息烽-遵义-娄山关南-重庆西
g2885,成都东-内江北-隆昌北-永川东-重庆西-息烽-贵阳北-安顺西-普安县-富源北-曲靖北-昆明南
g2886,昆明南-曲靖北-富源北-安顺西-贵阳北-遵义南-遵义-重庆西-永川东-大足南-隆昌北-资中北-成都东
g2887,成都东-资中北-大足南-永川东-重庆西-桐梓东-遵义-息烽-贵阳北-安顺西-普安县-盘州-富源北-曲靖北-昆明南
g2890,昆明南-曲靖北-富源北-盘州-贵阳北-遵义-珞璜南-重庆西-璧山-永川东-内江北-资阳北-简阳南-成都东
g29,北京南-济南西-合肥南
g291,长沙南-汨罗东-岳阳东-赤壁北-咸宁北-武汉-信阳东-漯河西-郑州东-鹤壁东-安阳东-邯郸东-邢台东-石家庄-保定东-白洋淀-霸州西-胜芳-天津西-天津
g292,天津-天津西-胜芳-白沟-白洋淀-保定东-石家庄-安阳东-鹤壁东-郑州东-驻马店西-信阳东-武汉-咸宁北-岳阳东-汨罗东-长沙南
g2921,昆明南-曲靖北-贵阳北-广州南-深圳北
g2922,深圳北-虎门-广州南-贵阳北-盘州-昆明南
g2926,深圳北-广州南-贵阳北-昆明南
g2929,贵阳北-都匀东-桂林西-阳朔-恭城-钟山西-贺州-肇庆东-佛山西-广州南-深圳北
g293,天津-天津西-胜芳-白沟-白洋淀-保定东-石家庄-安阳东-鹤壁东-郑州东-驻马店西-信阳东-武汉-咸宁北-岳阳东-汨罗东-长沙南
g2930,深圳北-广州南-佛山西-肇庆东-桂林西-都匀东-贵阳北
g2931,昆明南-贵阳北-广州南
g2932,广州南-贵阳北-曲靖北-昆明南
g2935,昆明南-曲靖北-盘州-贵阳北-桂林西-广州南
g2936,广州南-桂林西-贵阳北-盘州-曲靖北-昆明南
g294,长沙南-汨罗东-岳阳东-赤壁北-咸宁北-武汉-信阳东-漯河西-郑州东-鹤壁东-安阳东-邯郸东-邢台东-石家庄-保定东-白洋淀-霸州西-胜芳-天津西-天津
g2957,广州南-韶关-郴州西-衡阳东-邵阳-怀化南-芷江-新晃西-铜仁南-凯里南-贵阳北
g2958,贵阳北-凯里南-铜仁南-芷江-怀化南-洞口-邵阳-邵东-西渡-衡阳东-郴州西-韶关-广州南
g297,济南东-济南西-泰安-曲阜东-枣庄-徐州东-蚌埠南-南京南-镇江南-无锡东-苏州北-上海虹桥
g298,上海虹桥-苏州北-无锡东-镇江南-南京南-定远-蚌埠南-宿州东-徐州东-滕州东-曲阜东-济南西-济南东
g3,北京南-济南西-南京南-上海虹桥
g30,芜湖-巢湖东-合肥南-济南西-北京南
g301,北京南-廊坊-天津南-德州东-济南西-曲阜东-枣庄-徐州东-蚌埠南-水家湖-合肥南-无为-铜陵北-南陵-绩溪北-黄山北-婺源-德兴-上饶-武夷山北-延平-福州-福州南
g302,福州-延平-建瓯西-上饶-德兴-婺源-黄山北-南陵-铜陵北-无为-合肥南-水家湖-蚌埠南-徐州东-泰安-济南西-沧州西-天津南-北京南
g303,北京南-廊坊-天津南-济南西-泰安-曲阜东-徐州东-蚌埠南-水家湖-合肥南-无为-铜陵北-泾县-歙县北-黄山北-婺源-上饶-南平市-建瓯西-延平-福州
g304,福州-闽清北-建瓯西-武夷山北-上饶-婺源-黄山北-歙县北-泾县-铜陵北-无为-合肥南-淮南东-蚌埠南-宿州东-徐州东-曲阜东-济南西-沧州西-天津南-北京南
g305,天津西-白洋淀-石家庄-邯郸东-郑州东-武汉-岳阳东-长沙南-衡阳东-广州南
g306,广州南-衡阳东-长沙南-岳阳东-武汉-郑州东-邯郸东-石家庄-白洋淀-天津西
g307,北京西-石家庄-邢台东-邯郸东-安阳东-新乡东-郑州东-洛阳龙门-灵宝西-渭南北-西安北-阿房宫-汉中-广元-青川-江油-绵阳-德阳-成都东
g308,成都东-德阳-绵阳-江油-广元-汉中-阿房宫-西安北-渭南北-华山北-三门峡南-洛阳龙门-郑州东-新乡东-安阳东-邯郸东-石家庄-正定机场-保定东-涿州东-北京西
g309,北京西-涿州东-保定东-石家庄-邯郸东-安阳东-郑州东-汉口-潜江-宜昌东-建始-恩施-利川-丰都-重庆北
g31,北京南-济南西-徐州东-南京南-杭州东-富阳-桐庐-建德-千岛湖
g310,南充北-武胜-重庆北-涪陵北-丰都-石柱县-恩施-建始-宜昌东-荆州-天门南-汉口-信阳东-漯河西-郑州东-鹤壁东-安阳东-邢台东-石家庄-保定东-北京西
g315,青岛-潍坊-青州市-淄博-济南-曲阜东-枣庄-徐州东-商丘-郑州东-漯河西-驻马店西-信阳东-汉口-荆州-枝江北-宜昌东-恩施-石柱县-重庆北
g316,重庆北-涪陵北-丰都-石柱县-恩施-宜昌东-荆州-潜江-汉口-郑州东-徐州东-曲阜东-泰安-济南-淄博-潍坊-青岛
g319,重庆西-遵义-贵阳东-桂林西-肇庆东-广州南-深圳北
g32,杭州东-南京南-蚌埠南-济南西-北京南
g320,深圳北-广州南-肇庆东-桂林西-贵阳东-遵义-重庆西
g322,厦门北-漳州-龙岩-漳平西-永安南-三明-延平西-南平市-五府山-上饶-婺源-黄山北-绩溪北-旌德-铜陵北-无为-合肥南-蚌埠南-宿州东-徐州东-曲阜东-济南西-德州东-沧州西-北京南
g323,北京南-廊坊-德州东-济南西-泰安-枣庄-徐州东-宿州东-淮南东-合肥南-长临河-巢湖东-铜陵北-泾县-旌德-歙县北-黄山北-婺源-上饶-南平市-延平西-三明-永安南-漳平西-龙岩-漳州-厦门北
g324,厦门北-晋江-泉州-莆田-福清-福州-古田北-南平市-上饶-婺源-黄山北-旌德-南陵-铜陵北-巢湖东-合肥南-淮南东-蚌埠南-宿州东-徐州东-滕州东-济南西-天津南-北京南
g325,北京南-天津南-德州东-济南西-徐州东-宿州东-蚌埠南-淮南东-合肥南-铜陵北-旌德-黄山北-婺源-上饶-南平市-建瓯西-福州-福州南-福清-莆田-泉州-厦门北
g329,天津西-德州东-济南西-曲阜东-枣庄-徐州东-蚌埠南-水家湖-合肥南-无为-南陵-泾县-绩溪北-黄山北-婺源-德兴-上饶-南平市-建瓯西-延平-福州
g33,北京南-天津南-德州东-济南西-曲阜东-徐州东-宿州东-南京南-宜兴-湖州-杭州东-义乌-金华-衢州-玉山南-上饶-鹰潭北-南昌西
g330,福州-延平-武夷山北-上饶-德兴-婺源-黄山北-旌德-南陵-铜陵北-无为-巢湖东-合肥南-淮南东-蚌埠南-宿州东-徐州东-曲阜东-泰安-济南西-德州东-天津南-天津西
g331,北京南-天津南-德州东-济南西
g333,北京南-廊坊-天津南-沧州西-德州东-济南西
g334,济南-济南西-德州东-沧州西-北京南
g336,济南西-沧州西-天津南-北京南
g337,北京南-廊坊-天津南-德州东-济南西
g338,泰安-济南西-德州东-沧州西-廊坊-北京南
g34,杭州东-德清-湖州-宜兴-溧阳-溧水-南京南-宿州东-徐州东-泰安-济南西-沧州西-北京南
g341,北京南-沧州西-德州东-济南西
g343,济南-曲阜东-滕州东-枣庄-徐州东-宿州东-蚌埠南-南京南-宜兴-长兴-湖州-杭州东-绍兴北-宁波-三门县-台州-雁荡山-乐清-温州南
g344,温州南-台州-临海-宁波-绍兴北-杭州东-湖州-长兴-宜兴-江宁-南京南-蚌埠南-宿州东-徐州东-枣庄-曲阜东-泰安-济南西
g345,济南西-曲阜东-滕州东-枣庄-徐州东-宿州东-蚌埠南-水家湖-合肥南-无为-南陵-旌德-绩溪北-歙县北-黄山北-婺源-上饶-武夷山北-建瓯西-福州
g348,福州-延平-南平市-上饶-婺源-黄山北-绩溪北-南陵-铜陵北-无为-合肥南-水家湖-蚌埠南-宿州东-徐州东-滕州东-曲阜东-泰安-济南西
g349,北京西-石家庄-郑州东-西安北-成都东
g35,北京南-沧州西-济南西-滕州东-徐州东-蚌埠南-南京南-句容西-长兴-湖州-杭州东
g350,成都东-西安北-郑州东-石家庄-北京西
g351,北京南-沧州西-德州东-济南西-泰安-曲阜东-徐州东-蚌埠南-淮南东-合肥南-巢湖东-铜陵北-南陵-绩溪北-黄山北
g352,黄山北-歙县北-绩溪北-泾县-铜陵北-巢湖东-合肥南-水家湖-蚌埠南-徐州东-曲阜东-济南西-德州东-沧州西-北京南
g355,北京南-沧州西-德州东-济南西-滕州东-徐州东-蚌埠南-淮南东-合肥南-无为-铜陵北-南陵-绩溪北-黄山北-婺源-上饶-武夷山北-建瓯西-古田北-福州-莆田-泉州-厦门北
g356,厦门北-泉州-惠安-仙游-莆田-福清-福州-延平-南平市-上饶-德兴-黄山北-歙县北-旌德-铜陵北-合肥南-水家湖-淮南东-蚌埠南-徐州东-枣庄-滕州东-泰安-德州东-天津南-北京南
g359,西安北-郑州东-徐州东-南京南-上海虹桥
g36,诸暨-杭州东-德清-湖州-句容西-南京南-宿州东-徐州东-滕州东-济南西-德州东-北京南
g360,上海虹桥-南京南-徐州东-郑州东-西安北
g362,西安北-郑州东-徐州东-南京南-上海虹桥
g363,天津西-白洋淀-定州东-石家庄-邢台东-鹤壁东-郑州东-许昌东-漯河西-信阳东-武汉
g364,武汉-孝感北-信阳东-驻马店西-漯河西-郑州东-鹤壁东-邢台东-石家庄-保定东-白洋淀-白沟-霸州西-天津西
g365,天津西-霸州西-白洋淀-保定东-石家庄-邯郸东-安阳东-郑州东-许昌东-漯河西-信阳东-武汉
g366,武汉-信阳东-郑州东-鹤壁东-安阳东-邯郸东-石家庄-正定机场-保定东-白洋淀-霸州西-胜芳-天津西
g367,郑州-郑州东-商丘-徐州东-南京南-上海虹桥
g368,上海虹桥-南京南-徐州东-郑州东
g37,北京南-天津南-沧州西-德州东-济南西-徐州东-宿州东-蚌埠南-南京南-溧阳-宜兴-湖州-杭州东
g373,天津西-天津-滨海北-唐山-北戴河-葫芦岛北-沈阳北-铁岭西-昌图西-四平东-长春西-哈尔滨西
g374,哈尔滨西-德惠西-长春西-四平东-昌图西-铁岭西-沈阳北-辽中-锦州南-秦皇岛-唐山-天津西
g377,大连北-鲅鱼圈-营口东-山海关-天津西-北京南
g378,北京南-天津西-山海关-盘锦-营口东-鲅鱼圈-大连北
g38,南昌西-进贤南-鹰潭北-玉山南-金华-义乌-杭州东-湖州-宜兴-溧水-南京南-滁州-蚌埠南-徐州东-枣庄-济南西-德州东-天津南-廊坊-北京南
g381,北京南-天津西-天津-唐山-秦皇岛-葫芦岛北-锦州南-沈阳北-长春西-哈尔滨西
g382,哈尔滨西-双城北-德惠西-长春西-四平东-开原西-沈阳北-盘锦北-葫芦岛北-山海关-秦皇岛-北戴河-唐山-天津西-北京南
g383,北京南-廊坊-天津西-唐山-滦河-北戴河-秦皇岛-绥中北-锦州南-盘锦北-台安-沈阳北-昌图西-长春-吉林
g384,吉林-长春-长春西-公主岭南-四平东-昌图西-铁岭西-沈阳北-锦州南-秦皇岛-天津西-北京南
g385,大连北-营口东-盘锦-山海关-天津西-北京南
g386,北京南-天津西-秦皇岛-山海关-葫芦岛北-锦州南-营口东-大连北
g389,大连北-鲅鱼圈-营口东-盘锦-葫芦岛北-山海关-秦皇岛-滦河-唐山-滨海北-天津西-沧州西-德州东-济南西-曲阜东-蒙山-临沂北
g39,北京南-南京南-杭州东
g390,临沂北-蒙山-曲阜东-济南西-德州东-天津西-滨海西-唐山-滦河-北戴河-秦皇岛-山海关-锦州南-盘锦-营口东-鲅鱼圈-大连北
g393,北京南-天津西-滨海西-唐山-北戴河-秦皇岛-山海关-葫芦岛北-锦州南-台安-辽中-沈阳北-长春西-哈尔滨西-哈尔滨-尚志南-苇河西-亚布力西-牡丹江
g394,牡丹江-亚布力西-尚志南-阿城北-哈尔滨-长春西-沈阳北-锦州南-绥中北-山海关-秦皇岛-北戴河-滦河-唐山-滨海西-天津西-北京南
g395,北京南-廊坊-天津西-唐山-秦皇岛-绥中北-葫芦岛北-锦州南-盘锦-海城西-鞍山西-沈阳南-本溪-通远堡西-丹东
g396,丹东-凤城东-本溪-沈阳南-鞍山西-海城西-葫芦岛北-山海关-秦皇岛-滦河-唐山-天津西-北京南
g397,北京南-天津西-天津-滨海北-唐山-秦皇岛-山海关-葫芦岛北-沈阳-沈阳南-本溪-凤城东-丹东
g398,丹东-凤城东-通远堡西-本溪-沈阳-辽中-锦州南-山海关-秦皇岛-唐山-滨海西-天津西-北京南
g399,北京南-天津西-唐山-滦河-秦皇岛-沈阳北-长春西
g4,上海虹桥-南京南-济南西-北京南
g40,千岛湖-建德-桐庐-富阳-杭州东-南京南-北京南
g400,长春西-沈阳北-秦皇岛-唐山-天津西-北京南
g401,北京西-保定东-石家庄-邯郸东-鹤壁东-新乡东-郑州东-驻马店西-信阳东-武汉-咸宁北-长沙南-湘潭北-娄底南-邵阳北-怀化南-芷江-铜仁南-凯里南-贵阳北
g402,昆明南-曲靖北-盘州-安顺西-贵阳北-凯里南-铜仁南-芷江-怀化南-娄底南-韶山南-湘潭北-长沙南-赤壁北-武汉-信阳东-驻马店西-漯河西-郑州东-新乡东-安阳东-邯郸东-高邑西-石家庄-保定东-北京西
g4027,上海虹桥-杭州东-武夷山北-南平市-延平-福州-福州南
g4028,福州-闽清北-延平-南平市-杭州东-上海虹桥
g403,北京西-石家庄-郑州东-武汉-长沙南-怀化南-贵阳北-昆明南
g404,昆明南-贵阳北-怀化南-长沙南-武汉-郑州东-石家庄-北京西
g405,北京西-石家庄-高邑西-邯郸东-安阳东-郑州东-信阳东-武汉-长沙南-韶山南-娄底南-新化南-怀化南-铜仁南-凯里南-贵阳北-安顺西-曲靖北-昆明南
g406,昆明南-曲靖北-盘州-普安县-安顺西-贵阳北-三穗-芷江-怀化南-新化南-邵阳北-长沙南-岳阳东-武汉-郑州东-石家庄-北京西
g41,北京南-沧州西-济南西-泰安-蚌埠南-南京南-丹阳北-上海虹桥-嘉兴南-杭州东
g411,北京南-廊坊-沧州西-德州东-济南西-曲阜东-滕州东-徐州东-蚌埠南-南京南-常州北-苏州北-上海虹桥
g412,上海虹桥-无锡东-丹阳北-南京南-徐州东-泰安-济南西-德州东-沧州西-北京南
g417,南宁东-梧州南-佛山西-广州南-深圳北-福田
g418,福田-深圳北-虎门-广州南-佛山西-梧州南-南宁东
g42,杭州东-安吉-宣城-芜湖-巢湖东-合肥南-宿州东-徐州东-济南西-天津南-北京南
g4205,长沙南-萍乡北-宜春-新余北-南昌西-鹰潭北-弋阳-上饶-武夷山北-南平市-延平-古田北-福州-福州南-莆田-厦门北-厦门
g4206,厦门-厦门北-晋江-仙游-莆田-福清-福州南-福州-延平-建瓯西-南平市-武夷山北-上饶-弋阳-鹰潭北-抚州东-进贤南-南昌西-高安-新余北-宜春-长沙南
g421,北京西-高碑店东-石家庄-邯郸东-安阳东-郑州东-漯河西-驻马店西-信阳东-武汉-岳阳东-长沙南-衡山西-衡阳东-祁东-祁阳-永州-全州南-兴安北-桂林北-柳州-来宾北-南宁东
g422,南宁东-来宾北-柳州-桂林北-兴安北-全州南-永州-祁阳-祁东-衡阳东-株洲西-长沙南-岳阳东-咸宁北-武汉-信阳东-漯河西-郑州东-石家庄-北京西
g423,石家庄-高邑西-邯郸东-鹤壁东-新乡东-郑州东-漯河西-驻马店西-信阳东-武汉-咸宁北-岳阳东-长沙南-株洲西-衡阳东-祁东-祁阳-永州-东安东-桂林北-柳州-来宾北-南宁东
g424,南宁东-来宾北-柳州-桂林北-兴安北-全州南-东安东-永州-祁东-衡阳东-长沙南-岳阳东-咸宁北-武汉-信阳东-漯河西-郑州东-新乡东-安阳东-邢台东-石家庄
g4271,北京南-天津南-沧州西-德州东-济南西
g4272,济南西-德州东-天津南-北京南
g4279,天津西-定州东-石家庄-阳泉北-太原南-晋中-介休东-临汾西-运城北
g4280,运城北-临汾西-霍州东-晋中-太原南-石家庄-保定东-天津西
g4289,郑州东-洛阳龙门-三门峡南-华山北-渭南北-西安北-咸阳秦都-杨陵南-岐山-宝鸡南-天水南-定西北-兰州西
g429,北京西-涿州东-石家庄-邢台东-安阳东-新乡东-郑州东-洛阳龙门-灵宝西-华山北-西安北-咸阳秦都-杨陵南-宝鸡南-天水南-秦安-定西北-兰州西
g4290,兰州西-通渭-天水南-宝鸡南-杨陵南-咸阳秦都-西安北-渭南北-华山北-灵宝西-三门峡南-渑池南-洛阳龙门-郑州东
g4291,徐州东-萧县北-永城北-商丘-郑州东-洛阳龙门-灵宝西-华山北-西安北-杨陵南-天水南-兰州西
g4292,兰州西-通渭-天水南-宝鸡南-西安北-华山北-洛阳龙门-郑州东-兰考南-商丘-徐州东
g43,北京南-德州东-济南西-曲阜东-徐州东-合肥南-巢湖东-芜湖-宣城-安吉-湖州-杭州东
g430,兰州西-定西北-秦安-天水南-宝鸡南-岐山-咸阳秦都-西安北-华山北-洛阳龙门-郑州西-郑州东-新乡东-邢台东-石家庄-高碑店东-北京西
g431,武汉-咸宁北-赤壁北-岳阳东-长沙南-衡阳东-祁东-永州-东安东-全州南-兴安北-桂林北-永福南-柳州-来宾北-南宁东
g432,南宁东-柳州-鹿寨北-永福南-桂林北-兴安北-全州南-永州-祁阳-祁东-衡阳东-衡山西-株洲西-长沙南-赤壁北-武汉
g435,武汉-咸宁北-汨罗东-长沙南-祁东-祁阳-永州-东安东-全州南-兴安北-桂林北-柳州-来宾北-南宁东
g436,柳州-桂林北-兴安北-全州南-东安东-永州-祁阳-祁东-衡阳东-长沙南-咸宁北-武汉
g4369,天津西-唐山-秦皇岛-山海关-葫芦岛北-锦州南-沈阳北
g437,北京西-石家庄-郑州东-西安北-兰州西
g4370,沈阳北-山海关-秦皇岛-北戴河-唐山-天津西
g439,郑州东-许昌东-漯河西-驻马店西-信阳东-武汉-赤壁北-岳阳东-长沙南-衡阳东-祁东-祁阳-永州-东安东-全州南-兴安北-桂林北
g44,杭州东-嘉兴南-嘉善南-上海虹桥-苏州北-无锡东-镇江南-南京南-徐州东-枣庄-济南西-天津南-北京南
g440,桂林北-全州南-永州-祁阳-祁东-衡阳东-长沙南-岳阳东-武汉-信阳东-明港东-驻马店西-漯河西-许昌东-郑州东
g45,北京南-沧州西-德州东-济南西-曲阜东-徐州东-南京南-溧阳-宜兴-湖州-德清-杭州东-诸暨-义乌-金华-衢州-江山
g4579,南京南-全椒-合肥南-六安-红安西-武汉-咸宁北-岳阳东-长沙南
g4580,长沙南-岳阳东-咸宁北-武汉-麻城北-金寨-合肥南-南京南
g459,烟台-莱阳-即墨北-潍坊-淄博-济南-泰安-曲阜东-徐州东-定远-南京南-无锡东-苏州北-上海虹桥
g46,江山-衢州-金华-义乌-诸暨-杭州东-湖州-宜兴-江宁-南京南-徐州东-济南西-沧州西-廊坊-北京南
g460,上海虹桥-苏州北-无锡东-常州北-南京南-滁州-蚌埠南-徐州东-曲阜东-泰安-济南-淄博-青州市-潍坊-即墨北-莱阳-烟台
g465,济南东-济南西-泰安-滕州东-枣庄-徐州东-永城北-砀山南-商丘-民权北-兰考南-郑州东-许昌东-漯河西-驻马店西-信阳东-武汉-咸宁北-岳阳东-长沙南-湘潭北-娄底南-怀化南-新晃西-凯里南-贵阳北
g466,贵阳北-凯里南-铜仁南-怀化南-邵阳北-娄底南-湘潭北-长沙南-岳阳东-咸宁北-武汉-信阳东-许昌东-郑州东-兰考南-商丘-砀山南-永城北-萧县北-徐州东-枣庄-曲阜东-济南西-济南东
g469,北京南-德州东-平原东-禹城东-济南东-邹平-淄博北-临淄北-潍坊北-莱阳-烟台南-牟平-威海
g47,大连北-沈阳北-长春西-哈尔滨西
g470,威海-烟台南-莱阳-潍坊北-临淄北-淄博北-济南东-禹城东-德州东-天津南-北京南
g471,北京南-天津南-德州东-济南西-济南-淄博-青州市-潍坊-即墨北-莱阳-海阳北-烟台
g472,烟台-莱阳-即墨北-高密北-潍坊北-青州市北-淄博北-邹平-章丘北-济南东-禹城东-平原东-德州东-北京南
g4721,北京南-天津-沈阳北-长春西-德惠西-双城北-哈尔滨西
g4722,哈尔滨西-双城北-长春西-四平东-铁岭西-沈阳北-天津-北京南
g4723,北京南-天津-沈阳北-铁岭西-开原西-昌图西-长春西-扶余北-哈尔滨西
g4724,哈尔滨西-长春西-沈阳北-天津-北京南
g473,北京南-廊坊-沧州西-德州东-齐河-济南东-邹平-淄博北-潍坊北-高密北-胶州北-即墨北-莱阳-烟台
g4731,北京南-天津-沈阳北-昌图西-四平东-长春西
g4732,长春-公主岭南-四平东-铁岭西-沈阳北-天津-北京南
g474,烟台-海阳北-莱阳-夏格庄-即墨北-潍坊-淄博-章丘-济南-济南西-天津南-北京南
g475,北京南-沧州西-德州东-济南西-济南-淄博-青州市-莱阳-烟台南-牟平-威海-文登东-荣成
g476,荣成-文登东-威海-牟平-烟台南-桃村北-莱阳-高密-潍坊-昌乐-淄博-济南-济南西-沧州西-北京南
g478,荣成-文登东-威海-威海北-牟平-烟台南-莱阳-即墨北-潍坊-青州市-淄博-济南-济南西-德州东-沧州西-天津南-北京南
g48,哈尔滨西-长春西-沈阳北-大连北
g4807,上海虹桥-杭州东-南平市-延平-福州-福州南-莆田-泉州-厦门
g4808,厦门-莆田-福州南-福州-闽清北-古田北-延平-南平市-杭州东-上海虹桥
g481,北京南-天津南-德州东-济南东-淄博北-潍坊北-青岛西-日照西-赣榆-连云港-响水县-滨海港-阜宁东-射阳-盐城
g482,盐城-射阳-阜宁东-滨海港-响水县-连云港-赣榆-日照西-青岛西-潍坊北-淄博北-济南东-德州东-天津南-北京南
g483,瑞金-于都-吉安西-峡江-南昌西-新余北-宜春-萍乡北-醴陵东-长沙南-汨罗东-咸宁北-武汉-信阳东-漯河西-郑州东-安阳东-邯郸东-石家庄-保定东-涿州东-北京西
g484,北京西-高碑店东-保定东-石家庄-邢台东-邯郸东-鹤壁东-郑州东-驻马店西-信阳东-武汉-咸宁北-岳阳东-长沙南-萍乡北-宜春-新余北-南昌西-吉安西-于都-瑞金
g487,北京西-石家庄-郑州东-武汉-庐山-南昌西
g488,南昌西-庐山-武汉-郑州东-石家庄-北京西
g49,大连北-沈阳北-长春西-哈尔滨西
g491,北京西-保定东-石家庄-邢台东-邯郸东-新乡东-郑州东-信阳东-武汉-黄石北-瑞昌西-庐山-共青城-南昌西-吉安西-赣州西
g4917,上海虹桥-杭州东-义乌-衢州-玉山南-上饶-鹰潭北-南昌西
g4918,赣州西-兴国西-万安县-吉安西-吉水西-南昌西-鹰潭北-上饶-江山-衢州-金华-义乌-杭州东-上海虹桥
g4919,上海虹桥-杭州东-上饶-鹰潭北-南昌西
g492,赣州西-兴国西-吉安西-南昌西-共青城-德安-庐山-瑞昌西-黄石北-鄂州-武汉-信阳东-郑州东-新乡东-邯郸东-石家庄-保定东-涿州东-北京西
g4920,南昌西-进贤南-鹰潭北-上饶-衢州-金华-杭州东-上海虹桥
g4921,上海虹桥-杭州东-鹰潭北-南昌
g4922,南昌-鹰潭北-上饶-杭州东-上海虹桥
g4929,上海虹桥-杭州东-上饶-南昌西
g4930,南昌西-鹰潭北-上饶-杭州东-上海虹桥
g4931,上海虹桥-杭州东-南平市-建瓯西-延平-福州-福清-仙游-惠安-泉州-厦门
g4932,厦门-晋江-泉州-仙游-莆田-福州-延平-南平市-杭州东-上海虹桥
g4934,福州-延平-南平市-杭州东
g495,大连北-营口东-天津西-北京南
g496,北京南-天津西-营口东-大连北
g5,北京南-天津南-济南西-南京南-上海
g50,哈尔滨西-长春西-沈阳北-大连北
g502,长沙南-汨罗东-赤壁北-武汉-郑州东-新乡东-邢台东-石家庄-保定东-高碑店东-北京西
g503,北京西-保定东-石家庄-安阳东-郑州东-许昌东-漯河西-武汉-汨罗东-长沙南
g505,北京西-保定东-石家庄-邢台东-邯郸东-鹤壁东-郑州东-驻马店西-孝感北-武汉-赤壁北-岳阳东-长沙南
g506,长沙南-岳阳东-咸宁北-武汉-信阳东-漯河西-郑州东-安阳东-邯郸东-石家庄-定州东-北京西
g507,北京西-保定东-正定机场-石家庄-邯郸东-安阳东-鹤壁东-郑州东-许昌东-信阳东-汉口
g508,汉口-信阳东-驻马店西-漯河西-许昌东-郑州东-鹤壁东-高邑西-石家庄-北京西
g509,北京西-石家庄-郑州东-汉口
g51,天津西-沧州西-德州东-济南西-泰安-滕州东-徐州东-蚌埠南-南京南-宜兴-杭州东-绍兴东-余姚北-宁波
g510,武汉-孝感北-信阳东-驻马店西-漯河西-郑州东-新乡东-邯郸东-石家庄-涿州东-北京西
g511,北京西-定州东-石家庄-邢台东-邯郸东-安阳东-新乡东-郑州东-漯河西-汉口
g512,枣阳-随州南-汉口-信阳东-驻马店西-郑州东-鹤壁东-安阳东-邢台东-石家庄-定州东-北京西
g516,武汉-郑州东-石家庄-北京西
g517,北京西-涿州东-高碑店东-保定东-定州东-石家庄-邯郸东-郑州东-驻马店西-武汉
g518,汉口-信阳东-郑州东-邯郸东-石家庄-北京西
g519,北京西-保定东-石家庄-邢台东-安阳东-新乡东-郑州东-漯河西-驻马店西-信阳东-武汉
g52,宁波-绍兴北-杭州东-湖州-长兴-宜兴-瓦屋山-南京南-蚌埠南-徐州东-济南西-德州东-天津西
g520,汉口-郑州东-石家庄-北京西
g521,北京西-高碑店东-保定东-石家庄-邯郸东-安阳东-郑州东-许昌东-漯河西-驻马店西-明港东-信阳东-孝感北-武汉
g524,汉口-信阳东-漯河西-郑州东-鹤壁东-安阳东-石家庄-保定东-高碑店东-北京西
g525,北京西-定州东-石家庄-邯郸东-安阳东-鹤壁东-郑州东-许昌东-漯河西-驻马店西-信阳东-汉口
g527,北京西-正定机场-石家庄-郑州东-武汉
g528,武汉-信阳东-驻马店西-郑州东-安阳东-邯郸东-石家庄-正定机场-北京西
g529,北京西-石家庄-郑州东-武汉-长沙南-桂林北-柳州-南宁东-北海
g53,石家庄-辛集南-衡水北-禹城东-济南西-泰安-枣庄-徐州东-蚌埠南-定远-南京南-常州北-苏州北-上海虹桥
g530,北海-南宁-南宁东-柳州-桂林北-长沙南-武汉-郑州东-石家庄-北京西
g531,石家庄-邢台东-鹤壁东-郑州东-许昌东-驻马店西-明港东-信阳东-孝感北-武汉-岳阳东-长沙南-衡阳东-郴州西-广州北-广州南-虎门-深圳北
g532,深圳北-虎门-广州南-韶关-郴州西-长沙南-咸宁北-武汉-信阳东-郑州东-鹤壁东-邯郸东-高邑西-石家庄
g533,北京西-石家庄-郑州东-武汉-长沙南-娄底南-邵东-邵阳
g534,长沙南-岳阳东-武汉-孝感北-信阳东-驻马店西-郑州东-新乡东-安阳东-邢台东-石家庄-保定东-高碑店东-涿州东-北京西
g535,长沙南-衡山西-衡阳东-祁东-永州-全州南-兴安北-桂林北
g536,桂林北-兴安北-全州南-永州-祁阳-衡阳东-株洲西-长沙南
g537,长沙南-衡阳东-祁阳-永州-东安东-全州南-桂林北
g538,桂林北-兴安北-全州南-东安东-永州-祁阳-祁东-衡阳东-衡山西-长沙南
g539,长沙南-衡阳东-祁阳-永州-东安东-全州南-兴安北-桂林北-柳州-来宾北-南宁东
g54,上海虹桥-昆山南-苏州北-常州北-南京南-滁州-蚌埠南-徐州东-济南西-衡水北-辛集南-石家庄
g540,南宁东-来宾北-柳州-桂林北-兴安北-东安东-永州-祁阳-祁东-衡阳东-株洲西-长沙南
